,hospitalid,drugname,routeadmin,count
27510,181,Milk of Magnesia,PegTube,2
27511,449,MAGNESIUM HYDROXIDE 400 MG/5ML PO SUSP,Gastrostomy Tube,2
27512,271,HYDROCORTISONE SOD SUCCINATE,INJ,2
27513,164,hydroCORTisone  (PF) 100 MG INJ,IV Push,2
27514,265,THIAMINE HCL,IV,2
27515,275,THIAMINE HCL,IV,2
27516,165,THIAMINE 100 MG TAB,NG,2
27517,252,THIAMINE HCL 100 MG PO TABS,Per NG tube,2
27518,197,Lopressor,PEG-tube,2
27519,195,metoPROLOL,PO or NG,2
27520,424,METOPROLOL TARTRATE,ORAL GASTR,2
27521,226,metoprolol tartrate,J-Tube,2
27522,449,METOPROLOL TARTRATE 50 MG PO TABS,Jejunostomy Tube,2
27523,215,metoprolol tartrate 25 mg po tabs,PER NG TUBE,2
27524,312,TORADOL,IM,2
27525,58,METRONIDAZOLE 500 MG PO TABS,PO,2
27526,420,ONDANSETRON,INTRAMUSCU,2
27527,271,PREDNISONE,G-TUBE,2
27528,181,predniSONE,MISC,2
27529,131,PREDNISONE 20 MG TABLET,PER NG TUBE,2
27530,206,PREDNISONE 10 MG PO TABS,NGT,2
27531,197,sodium chloride,IV,2
27532,151,SODIUM CHLORIDE 0.9% 500 ML PB,IV,2
27533,364,HYDROCHLOROTHIAZIDE,TUBE,2
27534,56,HYDROCHLOROTHIAZIDE 25 MG PO TABS,PO,2
27535,182,metroNIDAZOLE,IVPB,2
27536,148,metroNIDAZOLE 500 MG in 100ML RTU-PB,IV Push,2
27537,227,calcium chloride,IntraVENOUS,2
27538,182,dexamethasone,PO,2
27539,184,dexamethasone,PO,2
27540,195,acetaminophen,Feeding,2
27541,365,ACETAMINOPHEN 325 MG TABLET,Gtub,2
27542,217,acetaminophen 325 mg po tabs,PER NG TUBE,2
27543,215,acetaminophen 325 mg po tabs,PER G TUBE,2
27544,144,LASIX,NG,2
27545,360,FUROSEMIDE,.ROUTE,2
27546,148,FUROSEMIDE 40 MG TAB,PEG,2
27547,283,FUROSEMIDE 40 MG PO TABS,PER G TUBE,2
27548,265,DIAZEPAM,IM,2
27549,95,BUMETANIDE,PO,2
27550,259,BUMETANIDE,IV,2
27551,245,IPRATROPIUM-ALBUTEROL 0.5-2.5 (3) MG/3ML IN SOLN,IN,2
27552,265,ALPRAZOLAM,PO,2
27553,197,amiodarone,PO or NG,2
27554,266,amiodarone,Oral,2
27555,93,AMIODARONE HCL,IV (intravenous)                                                                                    ,2
27556,176,AMIODARONE 200 MG TAB,NG,2
27557,248,PRAVASTATIN SODIUM 40 MG PO TABS,Per NG tube,2
27558,342,APRESOLINE,Oral,2
27559,180,hydrALAZINE,NG,2
27560,180,hydrALAZINE,Feeding Tube,2
27561,183,hydrALAZINE,PegTube,2
27562,199,HYDRALAZINE HCL 25 MG PO TABS,NGT,2
27563,60,PROCHLORPERAZINE MALEATE 10 MG PO TABS,PO,2
27564,266,AMLODIPINE,TUBE,2
27565,91,AMLODIPINE BESYLATE,PO (oral)                                                                                           ,2
27566,176,amLODIPine 5 MG TAB,FT,2
27567,458,AMLODIPINE 5 MG TABLET,Oral,2
27568,280,AMLODIPINE BESYLATE 10 MG PO TABS,PER NG TUBE,2
27569,331,LEVOFLOXACIN,DEVICE,2
27570,273,LEVOFLOXACIN 750 MG PO TABS,PO,2
27571,312,MAGNESIUM SULFATE,DEVICE,2
27572,194,MAGNESIUM SULFATE,INJ,2
27573,195,magnesium sulfate,IV,2
27574,266,METOCLOPRAMIDE,TUBE,2
27575,226,METOCLOPRAMIDE,G-TUBE,2
27576,181,metoclopramide,PO,2
27577,459,CLONAZEPAM,ORAL/TUBE,2
27578,266,CLONAZEPAM,TUBE,2
27579,272,CLONAZEPAM,.ROUTE,2
27580,424,clonazePAM,ORAL GASTR,2
27581,167,cloNIDine 0.1 MG TAB,GTUBE,2
27582,307,ZOFRAN ODT,NG Tube,2
27583,93,ONDANSETRON,PO (oral)                                                                                           ,2
27584,259,LACTULOSE,TUBE,2
27585,281,LACTULOSE,J-TUBE,2
27586,259,LACTULOSE,OG,2
27587,275,LACTULOSE,NG-TUBE,2
27588,181,lactulose,Feeding Tube,2
27589,183,lactulose,GTUBE,2
27590,146,LACTULOSE 20 GRAM/30 ML UD LIQ,FT,2
27591,183,traZODone,MISC,2
27592,226,traZODone,Feeding Tube,2
27593,156,ATORVASTATIN 20 MG TAB,PO,2
27594,280,ATORVASTATIN CALCIUM 20 MG PO TABS,PER G TUBE,2
27595,226,nafcillin,IntraVENOUS,2
27596,258,HALOPERIDOL,IM,2
27597,272,HALOPERIDOL LACTATE,PO,2
27598,258,HALOPERIDOL LACTATE,ORAL,2
27599,158,HALOPERIDOL 5 MG/1 ML 1 ML INJ,IV,2
27600,184,traMADol,MISC,2
27601,282,TRAMADOL HCL,.ROUTE,2
27602,277,TRAMADOL HCL 50 MG PO TABS,PER NG TUBE,2
27603,95,HALOPERIDOL,PO,2
27604,345,NEURONTIN,G Tube,2
27605,195,Benadryl,PO or NG,2
27606,197,Benadryl,PO or NG,2
27607,258,diphenhydrAMINE,Intravenous,2
27608,198,diphenhydrAMINE,PO or NG,2
27609,267,DIPHENHYDRAMINE HCL,PO (oral)                                                                                           ,2
27610,244,DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,IM,2
27611,277,CLOPIDOGREL BISULFATE 75 MG PO TABS,PER G TUBE,2
27612,181,lisinopril,PegTube,2
27613,152,LISINOPRIL 5 MG TAB,PEG,2
27614,152,LISINOPRIL 5 MG TAB,NG,2
27615,248,LISINOPRIL 10 MG PO TABS,Per G Tube,2
27616,360,GLUCAGON,IV,2
27617,282,GLUCAGON,IV,2
27618,148,GLUCAGON 1 MG (1 UNIT) INJ,IV,2
27619,245,GLUCAGON HCL (RDNA) 1 MG IJ SOLR,IV,2
27620,245,GLUCAGON HCL (RDNA) 1 MG IJ SOLR,IM,2
27621,248,CALCIUM CARBONATE ANTACID 500 MG PO CHEW,Per NG tube,2
27622,69,DEXTROSE 5 % IV SOLN,IV,2
27623,56,CEFEPIME HCL 2 G IJ SOLR,IV,2
27624,252,100 ML GLASS CONT : IOPAMIDOL 61 % IV SOLN,Intraductal,2
27625,141,KAYEXALATE,REC,2
27626,271,SODIUM POLYSTYRENE SULFONATE,NG-TUBE,2
27627,262,succinylcholine,Intravenous,2
27628,175,DEXTROSE 50% 25 GRAM/50 ML INJ,PO,2
27629,262,MORPHINE,SQ,2
27630,180,morPHINe,NEB,2
27631,227,morphine,IntraMUSCULAR,2
27632,175,MORPHINE 4 MG/1 ML 1 ML SYR,IM,2
27633,243,MORPHINE SULFATE 2 MG/ML IJ SOLN,IM,2
27634,364,1 ML VIAL : MORPHINE 5 MG/ML INJ SOLN,IM,2
27635,338,DILAUDID,subCUT,2
27636,342,DILAUDID,Oral,2
27637,422,HYDROMORPHONE HCL,PO,2
27638,244,1 ML : HYDROMORPHONE HCL PF 1 MG/ML IJ SOLN,IM,2
27639,338,AMBIEN,G Tube,2
27640,458,ZOLPIDEM TARTRATE,GTUBE,2
27641,421,BUMEX,IV,2
27642,421,NORMAL SALINE FLUSH,IV,2
27643,179,DEXT 5%-NACL 0.9% 1000 ML LVP,IV,2
27644,141,ZOFRAN,PO,2
27645,154,ALBUMIN 5% 500 ML INJ,IVPB,2
27646,449,SIMVASTATIN 20 MG PO TABS,Oral Gastric Tube,2
27647,363,FAMOTIDINE,IV,2
27648,183,flumazenil,IV,2
27649,449,LORATADINE 10 MG PO TABS,Nasogastric Tube,2
27650,271,DILTIAZEM HCL,G-TUBE,2
27651,248,DILTIAZEM HCL 30 MG PO TABS,Per G Tube,2
27652,277,DILTIAZEM HCL 30 MG PO TABS,PER G TUBE,2
27653,266,azithromycin,Oral,2
27654,164,AZITHromycin 500 mg in NS 250 mL IV,IV,2
27655,300,NORCO,J Tube,2
27656,252,HYDROCODONE-ACETAMINOPHEN 5-325 MG PO TABS,Per J Tube,2
27657,248,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,Per G Tube,2
27658,300,Heparin (Porcine) in 1/2 NS,See Instruct,2
27659,227,lidocaine,Mouth/Throat,2
27660,227,lidocaine,Infiltration,2
27661,131,LIDOCAINE 10 MG/ML (1 %) INJECTION 20 ML VIAL,INFILTRATION,2
27662,271,ENOXAPARIN,SC,2
27663,196,cloNIDine,Topical,2
27664,256,vancomycin,Oral,2
27665,258,vancomycin,Oral,2
27666,183,vancomycin,Feeding Tube,2
27667,281,VANCOMYCIN HCL,G-TUBE,2
27668,200,VANCOMYCIN HCL 10 G IV SOLR,IV,2
27669,181,clindamycin,PO,2
27670,264,oxyCODONE,Sublingual,2
27671,267,oxyCODONE,Oral,2
27672,310,ROXICODONE,NG Tube,2
27673,227,atropine,Subcutaneous,2
27674,60,10 ML  -  ATROPINE SULFATE 0.1 MG/ML IJ SOLN,IV,2
27675,194,KEPPRA,IV (intravenous)                                                                                    ,2
27676,264,LEVETIRACETAM,PEG,2
27677,268,LEVETIRACETAM 500 MG PO TABS,PER G TUBE,2
27678,157,ASCORBIC ACID 500 MG TAB,NG,2
27679,227,FERROUS SULFATE,GT,2
27680,264,FERROUS SULFATE,PEG,2
27681,108,PROPOFOL IV EMULSION,IV,2
27682,458,GLYCOPYRROLATE,NGTUBE,2
27683,79,GLYCOPYRROLATE,PO/NG,2
27684,197,glycopyrrolate,IM,2
27685,266,glycopyrrolate,Intravenous,2
27686,183,Ativan,GTUBE,2
27687,176,LORazepam 0.5 MG TAB,FT,2
27688,199,LORazepam (ATIVAN) inj 1 mg,SUBQ,2
27689,143,PHENERGAN,REC,2
27690,251,PROMETHAZINE HCL 25 MG/ML IJ SOLN,Intramuscular,2
27691,92,TACROLIMUS,PO,2
27692,282,TACROLIMUS,PO,2
27693,67,1 EACH VIAL : ALTEPLASE 2 MG IJ SOLR,IV,2
27694,421,HYDROmorphone,IM,2
27695,195,Protonix,PO or NG,2
27696,195,PANTOPRAZOLE SODIUM,PO (oral)                                                                                           ,2
27697,184,heparin,INJ,2
27698,251,10 ML VIAL : HEPARIN SODIUM (PORCINE) 1000 UNIT/ML IJ SOLN,Intercatheter,2
27699,91,COUMADIN,PO (oral)                                                                                           ,2
27700,360,WARFARIN,NG,2
27701,176,WARFARIN 5 MG TAB,FT,2
27702,146,WARFARIN 5 MG TAB,PEG,2
27703,273,WARFARIN SODIUM 1 MG PO TABS,PER J TUBE,2
27704,283,WARFARIN SODIUM 5 MG PO TABS,PER NG TUBE,2
27705,361,LOPRESSOR,Oral,2
27706,361,LASIX,Intravenous,2
27707,449,DIGOXIN 125 MCG PO TABS,Nasogastric Tube,2
27708,181,aspirin,GTUBE,2
27709,196,aspirin,PEG-tube,2
27710,449,LEVOTHYROXINE SODIUM 100 MCG PO TABS,Nasogastric Tube,2
27711,93,NOVOLOG,Subcutaneous (Subcutane)                                                                            ,2
27712,184,NovoLOG,SL,2
27713,413,SODIUM CHLORIDE 0.9 % IV SOLP,Miscellaneou,2
27714,86,ACETAMINOPHEN,IV (intravenous)                                                                                    ,2
27715,200,Tylenol,NG,2
27716,264,ALPRAZOLAM,OG,2
27717,264,AMLODIPINE,NG,2
27718,357,MAGNESIUM SULFATE,IV (injection)                                                                                      ,2
27719,198,clonazePAM,Feeding,2
27720,164,VANCOmycin 1 GM in NS 250 mL IVPB,IV,2
27721,91,BENADRYL,IV (injection)                                                                                      ,2
27722,84,NITROGLYCERIN,Buccal/Sublingual (sublingual)                                                                      ,2
27723,157,ALBUMIN 5% 500 ML INJ,Catheter,2
27724,259,DILTIAZEM,TUBE,2
27725,338,MORPHINE 5 MG/ML INJECTION : 1 ML VIAL,IM,2
27726,264,AZITHROMYCIN,NG,2
27727,449,FERROUS SULFATE 325 (65 FE) MG PO TABS,Dobhoff Tube,2
27728,102,PROPOFOL,IV (intravenous)                                                                                    ,2
27729,200,Dilaudid,IV,2
27730,148,HEPARIN 5000 UNIT/ML 1ML INJ,Intraperitoneal,2
27731,140,Coumadin,NG,2
27732,131,LIDOCAINE 10 MG/ML (1 %) INJECTION 20 ML VIAL,ENDOTRACHEAL,2
27733,93,LACTATED RINGERS,IV - continuous infusion (intravenous)                                                              ,2
27734,125,ASPIRIN 81 MG CHEWABLE TABLET,Oral,2
27735,155,DEXTROSE 50% 25 GRAM/50 ML INJ,IV,2
27736,125,ONDANSETRON HCL 4 MG TABLET,PER G TUBE,2
27737,91,PROPOFOL,IV - continuous infusion (intravenous)                                                              ,2
27738,164,NOREPINEPHRINE 8 MG in 250mL NS,IV,2
27739,271,METHYLPREDNISOLONE,PO,2
27740,358,TAMSULOSIN,ORAL,2
27741,79,ALLOPURINOL,PO/NG,2
27742,445,SODIUM POLYSTYRENE SULFONATE,GT,2
27743,122,MORPHINE INJECTION ORDERABLE,SubQ,2
27744,79,AMIODARONE,NG,2
27745,67,MUPIROCIN 2 % OINT 1 G SYRINGE,TP,2
27746,157,METOPROLOL TARTRATE 25 MG TAB,JPEG,2
27747,157,FAMOTIDINE 20 MG TAB,JPEG,2
27748,167,DOCUSATE SODIUM 100 MG CAP,NG,2
27749,199,metoprolol (LOPRESSOR) tab 25 mg,GTUBE,2
27750,202,metoprolol (LOPRESSOR) tab 12.5 mg,NGT,2
27751,146,METOPROLOL TARTRATE 25 MG TAB,PEG,2
27752,271,ALPRAZOLAM,J-TUBE,2
27753,199,SPIRONOLACTONE 25 MG PO TABS,NGT,2
27754,458,MAGNESIUM OXIDE,TUBE,2
27755,176,LISINOPRIL 10 MG TAB,FT,2
27756,445,MORPHINE SULFATE,PO,2
27757,248,LEVETIRACETAM 500 MG PO TABS,Per G Tube,2
27758,176,ASCORBIC ACID 500 MG TAB,Chewed,2
27759,176,ASCORBIC ACID 500 MG TAB,GTUBE,2
27760,363,CARVEDILOL,ORAL,2
27761,458,GLYCOPYRROLATE,ORAL/TUBE,2
27762,445,TACROLIMUS,PO,2
27763,279,Insulin Aspart,IV,2
27764,272,KCL 40 MEQ/100ML STERILE WATER BAG,IV,2
27765,275,DIAZEPAM,INJ,2
27766,363,BISACODYL,ORAL,2
27767,413,CALCIUM CARBONATE 200 MG CALCIUM (500 MG) ORAL CHEW TAB,G-tube (Gast,2
27768,458,EPHEDRINE SULFATE,INTRAVEN,2
27769,176,LORazepam 1 MG TAB,GTUBE,2
27770,279,LORAZEPAM,SL,2
27771,158,acetaMINOPHEN 325 MG TAB,NG,2
27772,167,cloNIDine 0.1 MG TAB,NG,2
27773,272,TRAMADOL HCL,G-TUBE,2
27774,422,ACETAMINOPHEN,GT,2
27775,92,"VANCOMYCIN INJ 1,000 MG VIAL.",RECTAL,2
27776,458,LORAZEPAM,NGTUBE,2
27777,73,METRONIDAZOLE 500 MG PO TABS,PEG TUBE,2
27778,148,SODIUM BICARBONATE 8.4% 50 ML INJ,IVPB,2
27779,251,HYDROCORTISONE SOD SUCCINATE 100 MG IJ SOLR,Intravenous,2
27780,165,LORazepam 0.5 MG TAB,FT,2
27781,165,zolpiDEM 5 MG TAB,FT,2
27782,281,NYSTATIN,PO,2
27783,165,potassium CHLORIDE 20 MEQ UD LIQ,GTUBE,2
27784,66,SPIRONOLACTONE 25 MG PO TABS,PER NG TUBE,2
27785,196,metoPROLOL,PO or NG,2
27786,195,ALPRAZolam,Feeding,2
27787,281,METOCLOPRAMIDE HCL,NG-TUBE,2
27788,250,CALCIUM CARBONATE ANTACID 500 MG PO CHEW,Per J Tube,2
27789,195,Lasix,Intravenous,2
27790,246,IPRATROPIUM-ALBUTEROL 0.5-2.5 (3) MG/3ML IN SOLN,NEBULIZATION,2
27791,63,WARFARIN SODIUM 2 MG PO TABS,PEG TUBE,2
27792,73,WARFARIN SODIUM 7.5 MG PO TABS,PER G TUBE,2
27793,58,1 ML  -  HYDROMORPHONE HCL 1 MG/ML IJ SOLN,IM,2
27794,195,potassium chloride,IV,2
27795,197,amiodarone,IVPB,2
27796,71,ALPRAZOLAM 0.5 MG PO TABS,PO,2
27797,184,GlucaGen,IV,2
27798,197,Zofran,SL,2
27799,183,Lovenox,IV,2
27800,148,FUROSEMIDE 40 MG TAB,FT,2
27801,269,MEROPENEM 1 G IV SOLR,IV,2
27802,279,LORAZEPAM,G-TUBE,2
27803,364,ONDANSETRON HCL,ORAL,2
27804,353,CALCIUM CARBONATE,ORAL,2
27805,182,Zofran,IM/IV,2
27806,180,Zofran,PO,2
27807,198,metoPROLOL,NG-tube,2
27808,198,Coumadin,Vaginal,2
27809,196,warfarin,J-tube,2
27810,445,SODIUM CHLORIDE,PO,2
27811,155,ASPIRIN (BABY ASA) 81 MG TAB,NG,2
27812,411,ASPIRIN   81 MG ORAL CHEW TAB,G-Tube,2
27813,152,ASPIRIN (BABY ASA) 81 MG TAB,FT,2
27814,282,POLYETHYLENE GLYCOL,G-TUBE,2
27815,176,POLYETHYLENE GLYCOL 3350 UDPWD,FT,2
27816,411,MAGNESIUM HYDROXIDE 400 MG/5 ML ORAL SUSPENSION,Feeding Tube,2
27817,271,ATENOLOL,G-TUBE,2
27818,146,LISINOPRIL 10 MG TAB,GTUBE,2
27819,262,LISINOPRIL,TUBE,2
27820,227,FAMOTIDINE,PO/NG,2
27821,443,FUROSEMIDE 40 MG PO TABS,Per G Tube,2
27822,68,ASPIRIN 81 MG PO CHEW,PEG TUBE,2
27823,364,ASPIRIN 81 MG CHEWABLE TABLET,Gtub,2
27824,273,ASPIRIN 81 MG PO CHEW,PER NG TUBE,2
27825,280,FOLIC ACID 1 MG PO TABS,PER NG TUBE,2
27826,269,FUROSEMIDE 20 MG PO TABS,PER NG TUBE,2
27827,252,FUROSEMIDE 20 MG PO TABS,Per J Tube,2
27828,262,furosemide,Tube,2
27829,273,PRAVASTATIN SODIUM 40 MG PO TABS,PO,2
27830,331,NORVASC,NG Tube,2
27831,61,LOSARTAN POTASSIUM 50 MG PO TABS,PO,2
27832,280,CLOPIDOGREL BISULFATE 75 MG PO TABS,PER NG TUBE,2
27833,345,PRINIVIL,NG Tube,2
27834,182,folic acid,MISC,2
27835,180,docusate sodium,MISC,2
27836,183,glucagon,MISC,2
27837,183,metroNIDAZOLE,PegTube,2
27838,243,ATORVASTATIN CALCIUM 40 MG PO TABS,PER NG TUBE,2
27839,165,SENOKOT-S TAB,NG,2
27840,179,diphenhydrAMINE 50 MG/1 ML 1 ML INJ,IV Push,2
27841,171,HYDROmorphone 1 MG/1 ML SYR,IM,2
27842,176,zolpiDEM 5 MG TAB,GTUBE,2
27843,164,FERROUS SULFATE 325 MG TAB,PO,2
27844,73,CARVEDILOL 3.125 MG PO TABS,PER J TUBE,2
27845,283,METFORMIN HCL 500 MG PO TABS,PER G TUBE,2
27846,246,CARVEDILOL 6.25 MG PO TABS,PO,2
27847,171,HEPARIN 5000 UNIT/ML 1ML INJ,Catheter,2
27848,174,KETOROLAC 30 MG/ML 1ML SDV INJ,IV,2
27849,67,LORATADINE 10 MG PO TABS,PEG TUBE,2
27850,63,LEVOTHYROXINE SODIUM 25 MCG PO TABS,PEG TUBE,2
27851,249,LEVOTHYROXINE SODIUM 75 MCG PO TABS,Oral,2
27852,73,METOCLOPRAMIDE HCL 10 MG PO TABS,PEG TUBE,2
27853,181,amLODIPine,NG,2
27854,181,metoprolol tartrate,PegTube,2
27855,79,SIMVASTATIN,PO/NG,2
27856,269,METOPROLOL TARTRATE 50 MG PO TABS,PER G TUBE,2
27857,280,OXYCODONE HCL 5 MG PO TABS,PO,2
27858,171,CARVEdilol 3.125 MG TAB,PEG,2
27859,269,SENNOSIDES-DOCUSATE SODIUM 8.6-50 MG PO TABS,PER G TUBE,2
27860,273,PRAVASTATIN SODIUM 40 MG PO TABS,PER G TUBE,2
27861,338,DECADRON,See Instruct,2
27862,424,PHYTONADIONE,SUBCUTAN,2
27863,328,Sodium Chloride 0.9%,DEVICE,2
27864,337,calcium gluconate,DEVICE,2
27865,331,amLODIPine,DEVICE,2
27866,345,gabapentin,DEVICE,2
27867,66,1 ML  -  HYDROMORPHONE HCL 1 MG/ML IJ SOLN,SC,2
27868,69,OXYCODONE HCL 5 MG PO TABS,PEG TUBE,2
27869,199,albuterol sulfate (PROVENTIL) (2.5 MG/3ML) 0.083% inhalation solution 2.5 mg,EZPAP,2
27870,273,LORAZEPAM 1 MG PO TABS,PER G TUBE,2
27871,248,DIAZEPAM 5 MG PO TABS,Per NG tube,2
27872,248,TRAMADOL HCL 50 MG PO TABS,Per NG tube,2
27873,280,METRONIDAZOLE 500 MG PO TABS,PER G TUBE,2
27874,323,XANAX,Oral,2
27875,423,ASPIRIN,Route,2
27876,79,LORAZEPAM,.ROUTE,2
27877,360,ACETAMINOPHEN,.ROUTE,2
27878,360,DIPHENHYDRAMINE HCL,.ROUTE,2
27879,272,ENOXAPARIN,.ROUTE,2
27880,60,METOPROLOL TARTRATE 50 MG PO TABS,PER NG TUBE,2
27881,71,1 EACH PACKAGE CUSTOM NDC : METOPROLOL TARTRATE 12.5 MG PO TABS (HALF-TAB),PER J TUBE,2
27882,312,FLAGYL,NG Tube,2
27883,307,REGLAN,NG Tube,2
27884,307,REGLAN,G Tube,2
27885,110,METOPROLOL TARTRATE 25 MG TABLET,PER G TUBE,2
27886,174,methylPREDNISolone 125 MG INJ,IV Push,2
27887,164,CHLORHEXIDINE GLUCONATE UD LIQ 15ML,Swish,2
27888,148,MIDAZOLAM 1 MG/1 ML 2ML MDV INJ,IV,2
27889,262,nitroglycerin,Intravenous,2
27890,59,DEXMEDETOMIDINE HCL IN NACL 400 MCG/100ML IV SOLN,IV,2
27891,266,sodium chloride 0.9 %,Intra-Catheter,2
27892,61,10 ML  -  NICARDIPINE HCL 2.5 MG/ML IV SOLN,IV,2
27893,345,LANOXIN,NG Tube,2
27894,424,GABAPENTIN,ZPYXVEND,2
27895,227,zolpidem,Feeding Tube,2
27896,277,ZOLPIDEM TARTRATE 5 MG PO TABS,PER NG TUBE,2
27897,413,BUFFERED LIDOCAINE 1%,Miscellaneou,2
27898,449,TRAZODONE HCL 50 MG PO TABS,Dobhoff Tube,2
27899,424,THIAMINE,GASTRIC TU,2
27900,420,MULTIVITAMINS,NASOGASTRI,2
27901,420,azithromycin,PEG TUBE,2
27902,148,POTASSIUM SODIUM PHOSPHATE PWDPKT,NG,2
27903,449,ALPRAZOLAM 0.5 MG PO TABS,Gastric Tube (PEG),2
27904,338,PERCOCET,G Tube,2
27905,256,morphine,Oral,2
27906,256,meropenem,Intravenous,2
27907,413,FENTANYL CITRATE (PF) 50 MCG/ML INJ SOLN,Epid,2
27908,266,metroNIDAZOLE,Oral,2
27909,449,LEVOTHYROXINE SODIUM 75 MCG PO TABS,Gastric Tube (PEG),2
27910,205,chlorHEXIDINE (PERIOGARD) 0.12 % oral rinse 15 mL,ORAL MUCOSA,2
27911,93,FLOMAX,PO (oral)                                                                                           ,2
27912,102,SODIUM CHLORIDE,IV (intravenous)                                                                                    ,2
27913,93,MAGNESIUM OXIDE,PO (oral)                                                                                           ,2
27914,86,PRECEDEX,IV (intravenous)                                                                                    ,2
27915,267,SOLU-MEDROL,IV (intravenous)                                                                                    ,2
27916,361,ZOFRAN,Intravenous,2
27917,84,DIGOXIN,IV (injection)                                                                                      ,2
27918,266,BISACODYL,ORAL,2
27919,151,ALBUTEROL 2.5 MG/3 ML UD INH SOLN,SVN,2
27920,264,SODIUM CHLORIDE,PEG,2
27921,424,ASPIRIN,ORAL,2
27922,357,FENTANYL CITRATE,IV (injection)                                                                                      ,2
27923,199,AMIODARONE HCL 200 MG PO TABS,PEGTUBE,2
27924,259,METOCLOPRAMIDE,TUBE,2
27925,259,IBUPROFEN,NG,2
27926,194,DILAUDID,IV (injection)                                                                                      ,2
27927,452,Ondansetron 2mg/ml  SSO,IM,2
27928,146,ALBUMIN 5% 500 ML INJ,Catheter,2
27929,264,DILTIAZEM,OG,2
27930,254,DILTIAZEM HCL,PEG,2
27931,206,LORazepam (ATIVAN) inj 1 mg,SUBQ,2
27932,258,PANTOPRAZOLE,TUBE,2
27933,158,SODIUM BICARBONATE 8.4% (ADULT) SYR,IV,2
27934,365,BUMETANIDE,IVDRIP,2
27935,67,TICAGRELOR 90 MG PO TABS,PER NG TUBE,2
27936,202,docusate sodium (COLACE) cap 100 mg,NGT,2
27937,312,DECADRON,Oral,2
27938,275,AMLODIPINE BESYLATE,G-TUBE,2
27939,363,DILTIAZEM,ORAL,2
27940,58,TICAGRELOR 90 MG PO TABS,PO,2
27941,271,PHYTONADIONE,IM,2
27942,79,metroNIDAZOLE,JTUBE,2
27943,83,HALOPERIDOL,PO,2
27944,79,MORPHINE INJ,IM,2
27945,79,ONDANSETRON INJ,IV,2
27946,108,HYDROMORPHONE INJ,IM,2
27947,458,ALPRAZOLAM,TUBE,2
27948,275,HYDRALAZINE HCL,G-TUBE,2
27949,142,FLAGYL,OGT,2
27950,248,METRONIDAZOLE 500 MG PO TABS,Per G Tube,2
27951,266,MORPHINE,ORAL,2
27952,171,ATORVASTATIN 40 MG TAB,NG,2
27953,176,ATORVASTATIN 40 MG TAB,GTUBE,2
27954,200,famotidine (PEPCID) tab 20 mg,NGT,2
27955,358,NYSTATIN,ORAL,2
27956,283,CLONIDINE HCL 0.1 MG PO TABS,PER G TUBE,2
27957,227,acetaminophen,J-Tube,2
27958,61,AMIODARONE HCL 150 MG/3ML IV SOLN,IV,2
27959,181,glucagon,IV,2
27960,196,atropine,IV,2
27961,277,LEVETIRACETAM 500 MG PO TABS,PER G TUBE,2
27962,243,CEFTRIAXONE SODIUM 1 G IJ SOLR,IM,2
27963,425,LIDOCAINE 1%,STK,2
27964,420,SODIUM CHLORIDE,GASTRIC TU,2
27965,364,THIAMINE HCL,ORAL,2
27966,254,AMIODARONE HCL,OG,2
27967,353,AMLODIPINE,TUBE,2
27968,198,hydrALAZINE,PEG-tube,2
27969,198,clonazePAM,G-Tube,2
27970,183,Flagyl,PegTube,2
27971,197,Lasix,G-Tube,2
27972,195,Plavix,NG or OG,2
27973,198,famotidine,G-Tube,2
27974,412,ASPIRIN   81 MG ORAL CHEW TAB,NG- NasoGast,2
27975,176,ASPIRIN 81 MG EC TAB,PR,2
27976,202,polyethylene glycol 3350 (MIRALAX) oral powder 17 g,GTUBE,2
27977,156,SODIUM CHLORIDE 0.9% 250 ML PB,IVPB,2
27978,458,CITALOPRAM,NGTUBE,2
27979,262,CLOPIDOGREL,TUBE,2
27980,422,CLOPIDOGREL BISULFATE,NG,2
27981,68,VITAMINS/MINERALS PO TABS,PER NG TUBE,2
27982,443,LEVOFLOXACIN 500 MG PO TABS,Per G Tube,2
27983,56,FAMOTIDINE 20 MG PO TABS,PEG TUBE,2
27984,67,FOLIC ACID 1 MG PO TABS,PER NG TUBE,2
27985,243,LEVOFLOXACIN 750 MG PO TABS,PER TUBE,2
27986,60,POLYETHYLENE GLYCOL 3350 PO PACK,PER G TUBE,2
27987,66,VITAMIN D 1000 UNITS PO TABS,PER G TUBE,2
27988,364,ASPIRIN 325 MG TABLET,PER NG TUBE,2
27989,312,BAYER CHEWABLE,NG Tube,2
27990,266,folic acid,Oral,2
27991,248,FOLIC ACID 1 MG PO TABS,Per G Tube,2
27992,249,10 ML CUP : DOCUSATE SODIUM 50 MG/5ML PO LIQD,Per NG tube,2
27993,226,omeprazole,Oral,2
27994,252,FUROSEMIDE 20 MG PO TABS,Per G Tube,2
27995,336,NORVASC,G Tube,2
27996,268,AMLODIPINE BESYLATE 5 MG PO TABS,PER G TUBE,2
27997,246,LISINOPRIL 5 MG PO TABS,PO,2
27998,140,CEPHULAC,NG,2
27999,182,docusate sodium,MISC,2
28000,180,zolpidem,MISC,2
28001,424,levETIRAcetam,GASTRIC TU,2
28002,181,amiodarone,GTUBE,2
28003,198,levETIRAcetam,G-Tube,2
